1.00000	0.44574	0.25000	0.52140	0.27515	0.05046	0.17621	0.12230	0.18663	0.09449	0.26506	0.25106	0.09524	0.13816	0.08915	0.26748	0.07692	0.08257	0.04132	0.17625	0.16064	0.12162	0.09127	0.15068	0.14829	0.28185	0.40000	0.18502	0.15986	0.19027	0.12385	0.15203	0.24051	0.38491	0.23246	0.12385	0.24268	0.19835	0.19286	0.27423	0.16776	0.20960	0.20392	0.40762	0.15556	0.16800	0.25210	0.19732	0.17526	0.21176	0.36434	0.28313	0.21739	0.21254
0.44574	1.00000	0.28249	0.63184	0.20779	0.05732	0.28302	0.08734	0.12733	0.08586	0.29818	0.31250	0.08673	0.08429	0.08458	0.25088	0.08000	0.10191	0.03846	0.20792	0.11330	0.15528	0.08163	0.12810	0.16585	0.30583	0.42786	0.24848	0.13008	0.23353	0.17419	0.18803	0.27624	0.42723	0.27485	0.17419	0.30726	0.20745	0.17316	0.20652	0.11877	0.17514	0.23232	0.28704	0.19139	0.18653	0.29834	0.13900	0.17722	0.21782	0.30769	0.30108	0.28402	0.29545
0.25000	0.28249	1.00000	0.33880	0.14734	0.15278	0.30108	0.17730	0.10236	0.22222	0.19130	0.45098	0.22642	0.07527	0.21622	0.17826	0.32500	0.20000	0.21839	0.08054	0.08333	0.28750	0.22857	0.21019	0.09859	0.30986	0.36000	0.08850	0.21875	0.18269	0.08791	0.12717	0.22314	0.23464	0.17391	0.08791	0.21774	0.18033	0.20513	0.14842	0.09424	0.09539	0.13380	0.15571	0.10667	0.11450	0.25620	0.08163	0.09497	0.16429	0.15730	0.19149	0.19643	0.23926
0.52140	0.63184	0.33880	1.00000	0.24138	0.06358	0.18717	0.12185	0.15455	0.14778	0.27551	0.33871	0.14356	0.12313	0.14010	0.25253	0.10106	0.10405	0.05612	0.18018	0.17308	0.17241	0.13861	0.16867	0.17352	0.33488	0.45933	0.19786	0.17928	0.22404	0.15607	0.17460	0.25126	0.41228	0.22280	0.15607	0.29231	0.18932	0.20417	0.23758	0.12727	0.18579	0.20183	0.37224	0.16594	0.17062	0.26500	0.16791	0.20732	0.20000	0.45498	0.28716	0.23684	0.27848
0.27515	0.20779	0.14734	0.24138	1.00000	0.02730	0.09976	0.14516	0.42093	0.12107	0.26834	0.16829	0.11622	0.15184	0.12289	0.22358	0.07371	0.04208	0.07108	0.12586	0.09977	0.07426	0.11380	0.20602	0.12471	0.17500	0.23557	0.07838	0.18468	0.08873	0.05134	0.15351	0.11916	0.19481	0.09647	0.05134	0.12617	0.11241	0.20139	0.87179	0.14407	0.23420	0.11312	0.28378	0.12698	0.09908	0.11547	0.18043	0.15824	0.11765	0.20946	0.28632	0.08899	0.17143
0.05046	0.05732	0.15278	0.06358	0.02730	1.00000	0.20000	0.07143	0.04286	0.07576	0.05446	0.14474	0.07812	0.05303	0.07246	0.05528	0.12500	0.38095	0.12500	0.06383	0.09333	0.23529	0.07937	0.04878	0.09195	0.09649	0.08333	0.10714	0.05512	0.12727	0.15152	0.08943	0.14474	0.05960	0.13846	0.15152	0.11111	0.15278	0.09483	0.02750	0.04965	0.03422	0.12360	0.04198	0.07143	0.07595	0.13750	0.05594	0.06299	0.09677	0.06618	0.04286	0.17742	0.05224
0.17621	0.28302	0.30108	0.18717	0.09976	0.20000	1.00000	0.14400	0.12719	0.18478	0.20096	0.43678	0.18889	0.07927	0.16667	0.19231	0.25758	0.36735	0.10667	0.15966	0.08108	0.53846	0.17778	0.17606	0.13675	0.25385	0.28369	0.17647	0.18621	0.21951	0.11765	0.14667	0.20192	0.17857	0.23077	0.11765	0.29293	0.15238	0.25954	0.10049	0.12048	0.08392	0.11290	0.15185	0.09160	0.12844	0.17273	0.09249	0.11613	0.17647	0.18065	0.17352	0.19355	0.17763
0.12230	0.08734	0.17730	0.12185	0.14516	0.07143	0.14400	1.00000	0.16602	0.25203	0.12977	0.16438	0.23577	0.06220	0.22656	0.09328	0.17431	0.14286	0.14286	0.10241	0.06452	0.17925	0.23770	0.37662	0.11950	0.11230	0.16495	0.09023	0.32317	0.09848	0.04310	0.09596	0.14094	0.08482	0.09790	0.04310	0.09494	0.13699	0.27273	0.14352	0.05479	0.08896	0.08284	0.16340	0.06818	0.09804	0.08750	0.06849	0.06863	0.10119	0.10680	0.11029	0.08333	0.11443
0.18663	0.12733	0.10236	0.15455	0.42093	0.04286	0.12719	0.16602	1.00000	0.10744	0.18156	0.14980	0.10373	0.15862	0.10163	0.17971	0.07080	0.07109	0.05677	0.10409	0.08984	0.11682	0.09959	0.18116	0.12741	0.14184	0.17647	0.07469	0.17794	0.07917	0.04911	0.12203	0.10506	0.14058	0.09274	0.04911	0.11240	0.10672	0.24615	0.41725	0.15772	0.14670	0.08000	0.19593	0.08244	0.06818	0.07463	0.14851	0.11785	0.12406	0.14765	0.16201	0.08000	0.07987
0.09449	0.08586	0.22222	0.14778	0.12107	0.07576	0.18478	0.25203	0.10744	1.00000	0.12931	0.28302	0.96667	0.06215	0.86364	0.08824	0.28767	0.13043	0.44615	0.19200	0.07377	0.24658	0.95000	0.48333	0.12500	0.10127	0.18519	0.18085	0.35556	0.11000	0.06098	0.07018	0.07937	0.08290	0.08850	0.06098	0.19828	0.08197	0.20548	0.12195	0.06486	0.05941	0.04930	0.13781	0.05479	0.09836	0.04478	0.08108	0.07602	0.11029	0.13450	0.13080	0.10909	0.11765
0.26506	0.29818	0.19130	0.27551	0.26834	0.05446	0.20096	0.12977	0.18156	0.12931	1.00000	0.25225	0.12554	0.10000	0.12766	0.28939	0.09259	0.07843	0.06787	0.15020	0.10081	0.12560	0.12121	0.17216	0.12598	0.22481	0.26996	0.13453	0.15248	0.14480	0.10096	0.24046	0.18803	0.23592	0.14224	0.10096	0.18565	0.16596	0.18657	0.26205	0.16897	0.19638	0.17339	0.25405	0.14286	0.12195	0.17992	0.17123	0.20295	0.16270	0.20863	0.28527	0.16814	0.21612
0.25106	0.31250	0.45098	0.33871	0.16829	0.14474	0.43678	0.16438	0.14980	0.28302	0.25225	1.00000	0.27619	0.07368	0.25225	0.25000	0.20879	0.23684	0.10000	0.17857	0.06522	0.40789	0.26667	0.25974	0.12676	0.32867	0.50725	0.15455	0.27564	0.18692	0.08421	0.13714	0.22581	0.24309	0.17797	0.08421	0.29167	0.18400	0.40146	0.16953	0.12105	0.09061	0.13014	0.24723	0.10390	0.11111	0.20930	0.09091	0.12360	0.17606	0.20690	0.21888	0.18966	0.19075
0.09524	0.08673	0.22642	0.14356	0.11622	0.07812	0.18889	0.23577	0.10373	0.96667	0.12554	0.27619	1.00000	0.05682	0.89062	0.08898	0.29577	0.13433	0.43750	0.19512	0.07500	0.25352	0.98276	0.46667	0.12698	0.10256	0.18012	0.18478	0.35075	0.11224	0.06250	0.07101	0.07200	0.08377	0.09009	0.06250	0.20175	0.07438	0.20000	0.11707	0.06557	0.05281	0.05000	0.13475	0.05556	0.09091	0.04545	0.08197	0.06433	0.11194	0.12281	0.12236	0.11111	0.10588
0.13816	0.08429	0.07527	0.12313	0.15184	0.05303	0.07927	0.06220	0.15862	0.06215	0.10000	0.07368	0.05682	1.00000	0.06111	0.15548	0.06579	0.06569	0.05195	0.08500	0.15698	0.06711	0.05714	0.06034	0.09845	0.11009	0.09705	0.07186	0.06809	0.08485	0.06897	0.10573	0.07937	0.12146	0.08523	0.06897	0.08377	0.08696	0.06550	0.14534	0.18834	0.16817	0.11856	0.12392	0.16230	0.07447	0.08901	0.15021	0.11013	0.10050	0.12446	0.10891	0.09827	0.08861
0.08915	0.08458	0.21622	0.14010	0.12289	0.07246	0.16667	0.22656	0.10163	0.86364	0.12766	0.25225	0.89062	0.06111	1.00000	0.08264	0.31081	0.12500	0.44776	0.17829	0.07200	0.23684	0.90476	0.50833	0.13077	0.09938	0.16766	0.16327	0.36765	0.10680	0.05882	0.07514	0.06923	0.07614	0.08621	0.05882	0.18333	0.07143	0.18543	0.12107	0.06952	0.05537	0.04828	0.12847	0.06081	0.08730	0.04380	0.07979	0.06250	0.10791	0.11932	0.13389	0.10619	0.10286
0.26748	0.25088	0.17826	0.25253	0.22358	0.05528	0.19231	0.09328	0.17971	0.08824	0.28939	0.25000	0.08898	0.15548	0.08264	1.00000	0.09390	0.09045	0.04484	0.14286	0.13924	0.13861	0.08475	0.11228	0.13655	0.30417	0.25379	0.11607	0.12195	0.14155	0.08654	0.20599	0.17021	0.37549	0.14410	0.08654	0.16318	0.14346	0.16667	0.22998	0.26792	0.25683	0.15200	0.29132	0.16270	0.12346	0.16250	0.15306	0.18315	0.13725	0.18929	0.24847	0.14474	0.17500
