1.00000	0.10395	0.29165	0.28702	0.14587	0.09370	0.31492	0.02471	0.12809	0.10928	0.00000	0.15699	0.18175	0.07194	0.24020	0.20926	0.04422	0.05673	0.00000	0.00000	0.04504	0.22825	0.07727	0.15124	0.12202	0.02927	0.05896	0.10873	0.00000	0.00000	0.20382	0.20112	0.31442	0.00000	0.00000	0.14446	0.14261	0.00000	0.56147	0.12097	0.05550	0.00000	0.06524	0.14042	0.06245	0.22703	0.01850	0.02605	0.00000	0.26119	0.07089	0.00000	0.04073	0.24934	0.00000	0.15423	0.13148	0.00000	0.00000	0.00000	0.12506	0.05589	0.05940	0.10695	0.24257	0.00000	0.10482	0.04685	0.11297	0.09276	0.07029	0.00000	0.06184	0.22503	0.08081	0.14590	0.06313
0.10395	1.00000	0.18205	0.10492	0.08223	0.00000	0.02782	0.17499	0.12908	0.10269	0.07224	0.00000	0.00000	0.06702	0.00000	0.12300	0.05234	0.00000	0.00000	0.00000	0.02504	0.11358	0.14856	0.07882	0.06515	0.01628	0.03787	0.04120	0.00000	0.04294	0.00000	0.00000	0.12863	0.12913	0.17336	0.10001	0.11850	0.16858	0.00000	0.07671	0.00000	0.00000	0.07778	0.10839	0.17594	0.03092	0.17948	0.15112	0.00000	0.14074	0.00000	0.11895	0.14393	0.08156	0.00000	0.15455	0.03761	0.00000	0.00000	0.00000	0.05756	0.04265	0.00000	0.09281	0.00000	0.00000	0.00000	0.14864	0.10233	0.08372	0.10406	0.00000	0.03908	0.04874	0.00000	0.12548	0.17071
0.29165	0.18205	1.00000	0.31504	0.02456	0.00000	0.28659	0.00000	0.00000	0.03956	0.00000	0.05102	0.24624	0.09487	0.03079	0.08201	0.08529	0.00000	0.05459	0.00000	0.06844	0.18202	0.04743	0.12528	0.09380	0.04449	0.07259	0.00000	0.00000	0.07629	0.00000	0.02255	0.32476	0.02842	0.03758	0.10922	0.04580	0.00000	0.14789	0.17848	0.00000	0.00000	0.06850	0.16699	0.03765	0.24377	0.00000	0.02641	0.00000	0.22691	0.00000	0.00000	0.00000	0.16685	0.07787	0.23501	0.15804	0.04253	0.03451	0.03379	0.18995	0.14486	0.09360	0.02732	0.00000	0.06425	0.00000	0.01617	0.04537	0.03712	0.07764	0.00000	0.03465	0.34475	0.02916	0.15795	0.06531
0.28702	0.10492	0.31504	1.00000	0.11842	0.08959	0.28970	0.11197	0.27043	0.14941	0.05531	0.21550	0.18018	0.20443	0.13966	0.20045	0.14269	0.19024	0.06718	0.05339	0.11575	0.37100	0.15552	0.19076	0.23425	0.15006	0.16930	0.23452	0.06659	0.11956	0.11843	0.31343	0.38835	0.13597	0.13207	0.23569	0.13740	0.06470	0.24311	0.25896	0.07049	0.04627	0.11782	0.18717	0.15461	0.22984	0.05043	0.14197	0.13600	0.34334	0.06890	0.09150	0.09194	0.18252	0.11208	0.09646	0.17899	0.01834	0.02978	0.01457	0.15742	0.14393	0.07968	0.24184	0.12995	0.13313	0.12827	0.11401	0.12946	0.14628	0.14098	0.08327	0.12967	0.14727	0.13255	0.20502	0.05418
0.14587	0.08223	0.02456	0.11842	1.00000	0.03041	0.13324	0.09474	0.14548	0.09421	0.05917	0.11227	0.06055	0.09494	0.17521	0.14949	0.06384	0.10614	0.02426	0.07468	0.02473	0.17289	0.13302	0.03032	0.08101	0.01832	0.06537	0.08441	0.00000	0.03521	0.08137	0.13013	0.21055	0.07881	0.10442	0.09811	0.19686	0.06859	0.18912	0.10921	0.05120	0.00000	0.06265	0.05256	0.14061	0.04653	0.10680	0.09830	0.06060	0.15001	0.02339	0.09752	0.11769	0.10046	0.04099	0.00000	0.02807	0.00000	0.00000	0.00000	0.02337	0.05263	0.08503	0.12734	0.09561	0.04601	0.06691	0.16462	0.34909	0.29939	0.07534	0.02896	0.08030	0.03734	0.02691	0.11912	0.02790
0.09370	0.00000	0.00000	0.08959	0.03041	1.00000	0.11124	0.09837	0.12207	0.16684	0.00000	0.18704	0.17335	0.07402	0.08923	0.12774	0.11799	0.14571	0.00000	0.00000	0.07602	0.05750	0.04030	0.16022	0.14853	0.07246	0.10545	0.17362	0.00000	0.00000	0.30399	0.06725	0.08193	0.00000	0.00000	0.16314	0.04144	0.00000	0.17354	0.14270	0.22509	0.18243	0.08545	0.27882	0.04766	0.03039	0.00000	0.00000	0.00000	0.07423	0.13960	0.00000	0.00000	0.00000	0.13978	0.00000	0.09996	0.00000	0.25599	0.00000	0.00000	0.09662	0.03834	0.00000	0.15066	0.15882	0.00000	0.10258	0.05683	0.14153	0.11795	0.03946	0.20273	0.00000	0.08541	0.08107	0.00000
0.31492	0.02782	0.28659	0.28970	0.13324	0.11124	1.00000	0.01946	0.32167	0.10212	0.00000	0.17055	0.25588	0.08937	0.20136	0.13747	0.14002	0.22275	0.00000	0.00000	0.05389	0.36870	0.08465	0.12604	0.15067	0.06794	0.08018	0.26189	0.00000	0.05775	0.14454	0.22984	0.37813	0.02151	0.02845	0.19084	0.11948	0.00000	0.31266	0.15511	0.04369	0.00000	0.06851	0.12005	0.07769	0.19705	0.01460	0.04051	0.02365	0.25153	0.04646	0.00000	0.03215	0.10986	0.07358	0.10755	0.20769	0.03220	0.02612	0.02558	0.11883	0.08900	0.11654	0.17200	0.17227	0.09720	0.13839	0.08597	0.15762	0.12921	0.12042	0.02378	0.09543	0.24063	0.07508	0.16391	0.05233
0.02471	0.17499	0.00000	0.11197	0.09474	0.09837	0.01946	1.00000	0.13427	0.25049	0.06242	0.11768	0.00000	0.14389	0.03006	0.14022	0.14997	0.05916	0.02518	0.00000	0.02133	0.11202	0.13944	0.08110	0.15528	0.08363	0.16753	0.12493	0.09133	0.15052	0.17868	0.06724	0.04408	0.11149	0.14968	0.15709	0.13052	0.14526	0.03174	0.13241	0.13118	0.17525	0.26849	0.24478	0.19935	0.04877	0.11405	0.20797	0.00000	0.15749	0.10944	0.10277	0.08280	0.07046	0.09652	0.00000	0.00000	0.00000	0.13907	0.00000	0.02472	0.12977	0.00000	0.08027	0.05033	0.12770	0.03529	0.30347	0.08842	0.14546	0.11915	0.00000	0.17287	0.00000	0.08581	0.15088	0.11667
0.12809	0.12908	0.00000	0.27043	0.14548	0.12207	0.32167	0.13427	1.00000	0.20078	0.10884	0.17305	0.11676	0.10138	0.24221	0.18862	0.11165	0.32858	0.08829	0.10503	0.04127	0.24752	0.20950	0.12891	0.16404	0.06521	0.11657	0.36265	0.00000	0.03229	0.19682	0.30877	0.24607	0.25809	0.32111	0.31934	0.17182	0.14960	0.20603	0.14706	0.02284	0.00000	0.07958	0.10074	0.11021	0.02318	0.11660	0.18986	0.05280	0.12924	0.09346	0.33151	0.24536	0.23885	0.08841	0.00000	0.14435	0.00000	0.00000	0.00000	0.00000	0.03209	0.05198	0.27342	0.14681	0.11065	0.25211	0.17027	0.13579	0.12682	0.21678	0.13682	0.15225	0.00000	0.10676	0.17525	0.05531
0.10928	0.10269	0.03956	0.14941	0.09421	0.16684	0.10212	0.25049	0.20078	1.00000	0.38066	0.27760	0.04783	0.21527	0.16619	0.22084	0.16599	0.06912	0.06250	0.09104	0.13044	0.18183	0.27786	0.17845	0.24315	0.15380	0.24604	0.22517	0.04628	0.05486	0.20026	0.16640	0.12480	0.18054	0.17370	0.25682	0.31314	0.32568	0.09914	0.26442	0.19729	0.14177	0.25728	0.27301	0.30246	0.07251	0.35783	0.19161	0.02987	0.16976	0.20515	0.18279	0.13405	0.11390	0.12642	0.02231	0.12996	0.06126	0.15475	0.11388	0.07383	0.10069	0.05880	0.09243	0.10253	0.14870	0.05221	0.28339	0.09824	0.19874	0.29655	0.07555	0.21249	0.03980	0.15884	0.45976	0.24191
